id,name,name_ja,category,category_ja
1278,tr90,わざレコード９０,all-machines,
1279,tr91,わざレコード９１,all-machines,
1280,tr92,わざレコード９２,all-machines,
1281,tr93,わざレコード９３,all-machines,
1282,tr94,わざレコード９４,all-machines,
1283,tr95,わざレコード９５,all-machines,
1284,tr96,わざレコード９６,all-machines,
1285,tr97,わざレコード９７,all-machines,
1286,tr98,わざレコード９８,all-machines,
1287,tr99,わざレコード９９,all-machines,
1288,tm00,わざマシン００,all-machines,
1289,lonely-mint,さみしがりミント,nature-mints,
1290,adamant-mint,いじっぱりミント,nature-mints,
1291,naughty-mint,やんちゃミント,nature-mints,
1292,brave-mint,ゆうかんミント,nature-mints,
1293,bold-mint,ずぶといミント,nature-mints,
1294,impish-mint,わんぱくミント,nature-mints,
1295,lax-mint,のうてんきミント,nature-mints,
1296,relaxed-mint,のんきミント,nature-mints,
1297,modest-mint,ひかえめミント,nature-mints,
1298,mild-mint,おっとりミント,nature-mints,
1299,rash-mint,うっかりやミント,nature-mints,
1300,quiet-mint,れいせいミント,nature-mints,
1301,calm-mint,おだやかミント,nature-mints,
1302,gentle-mint,おとなしいミント,nature-mints,
1303,careful-mint,しんちょうミント,nature-mints,
1304,sassy-mint,なまいきミント,nature-mints,
1305,timid-mint,おくびょうミント,nature-mints,
1306,hasty-mint,せっかちミント,nature-mints,
1307,jolly-mint,ようきミント,nature-mints,
1308,naive-mint,むじゃきミント,nature-mints,
1309,serious-mint,まじめミント,nature-mints,
1310,wishing-piece,ねがいのかたまり,collectibles,
1311,cracked-pot,われたポット,evolution,
1312,chipped-pot,かけたポット,evolution,
1313,hi-tech-earbuds,すごいみみせん,gameplay,
1314,fruit-bunch,フサパック,curry-ingredients,
1315,moomoo-cheese,モーモーチーズ,curry-ingredients,
1316,spice-mix,スパイスセット,curry-ingredients,
1317,fresh-cream,しんせんクリーム,curry-ingredients,
1318,packaged-curry,レトルトカレー,curry-ingredients,
1319,coconut-milk,ヤシのミルク,curry-ingredients,
1320,instant-noodles,レトルトめん,curry-ingredients,
1321,precooked-burger,レトルトバーグ,curry-ingredients,
1322,gigantamix,キョダイパウダー,curry-ingredients,
1323,wishing-chip,ねがいのかけら,unused,
1324,rotom-bike--water-mode,ロトムじてんしゃ,unused,
1325,catching-charm,ゆれないおまもり,gameplay,
1326,old-letter,ふるびたてがみ,plot-advancement,
1327,band-autograph,バンドのサイン,unused,
1328,sonias-book,ソニアのほん,plot-advancement,
1329,rotom-catalog,ロトムのカタログ,gameplay,
1330,dynamax-crystal-and458,★And458,dynamax-crystals,
1331,dynamax-crystal-and15,★And15,dynamax-crystals,
1332,dynamax-crystal-and337,★And337,dynamax-crystals,
1333,dynamax-crystal-and603,★And603,dynamax-crystals,
1334,dynamax-crystal-and390,★And390,dynamax-crystals,
1335,dynamax-crystal-sgr6879,★Sgr6879,dynamax-crystals,
1336,dynamax-crystal-sgr6859,★Sgr6859,dynamax-crystals,
1337,dynamax-crystal-sgr6913,★Sgr6913,dynamax-crystals,
1338,dynamax-crystal-sgr7348,★Sgr7348,dynamax-crystals,
1339,dynamax-crystal-sgr7121,★Sgr7121,dynamax-crystals,
1340,dynamax-crystal-sgr6746,★Sgr6746,dynamax-crystals,
1341,dynamax-crystal-sgr7194,★Sgr7194,dynamax-crystals,
1342,dynamax-crystal-sgr7337,★Sgr7337,dynamax-crystals,
1343,dynamax-crystal-sgr7343,★Sgr7343,dynamax-crystals,
1344,dynamax-crystal-sgr6812,★Sgr6812,dynamax-crystals,
1345,dynamax-crystal-sgr7116,★Sgr7116,dynamax-crystals,
1346,dynamax-crystal-sgr7264,★Sgr7264,dynamax-crystals,
1347,dynamax-crystal-sgr7597,★Sgr7597,dynamax-crystals,
1348,dynamax-crystal-del7882,★Del7882,dynamax-crystals,
1349,dynamax-crystal-del7906,★Del7906,dynamax-crystals,
1350,dynamax-crystal-del7852,★Del7852,dynamax-crystals,
1351,dynamax-crystal-psc596,★Psc596,dynamax-crystals,
1352,dynamax-crystal-psc361,★Psc361,dynamax-crystals,
1353,dynamax-crystal-psc510,★Psc510,dynamax-crystals,
1354,dynamax-crystal-psc437,★Psc437,dynamax-crystals,
1355,dynamax-crystal-psc8773,★Psc8773,dynamax-crystals,
1356,dynamax-crystal-lep1865,★Lep1865,dynamax-crystals,
1357,dynamax-crystal-lep1829,★Lep1829,dynamax-crystals,
1358,dynamax-crystal-boo5340,★Boo5340,dynamax-crystals,
1359,dynamax-crystal-boo5506,★Boo5506,dynamax-crystals,
1360,dynamax-crystal-boo5435,★Boo5435,dynamax-crystals,
1361,dynamax-crystal-boo5602,★Boo5602,dynamax-crystals,
1362,dynamax-crystal-boo5733,★Boo5733,dynamax-crystals,
1363,dynamax-crystal-boo5235,★Boo5235,dynamax-crystals,
1364,dynamax-crystal-boo5351,★Boo5351,dynamax-crystals,
1365,dynamax-crystal-hya3748,★Hya3748,dynamax-crystals,
1366,dynamax-crystal-hya3903,★Hya3903,dynamax-crystals,
1367,dynamax-crystal-hya3418,★Hya3418,dynamax-crystals,
1368,dynamax-crystal-hya3482,★Hya3482,dynamax-crystals,
1369,dynamax-crystal-hya3845,★Hya3845,dynamax-crystals,
1370,dynamax-crystal-eri1084,★Eri1084,dynamax-crystals,
1371,dynamax-crystal-eri472,★Eri472,dynamax-crystals,
1372,dynamax-crystal-eri1666,★Eri1666,dynamax-crystals,
1373,dynamax-crystal-eri897,★Eri897,dynamax-crystals,
1374,dynamax-crystal-eri1231,★Eri1231,dynamax-crystals,
1375,dynamax-crystal-eri874,★Eri874,dynamax-crystals,
1376,dynamax-crystal-eri1298,★Eri1298,dynamax-crystals,
1377,dynamax-crystal-eri1325,★Eri1325,dynamax-crystals,
1378,dynamax-crystal-eri984,★Eri984,dynamax-crystals,
1379,dynamax-crystal-eri1464,★Eri1464,dynamax-crystals,
1380,dynamax-crystal-eri1393,★Eri1393,dynamax-crystals,
1381,dynamax-crystal-eri850,★Eri850,dynamax-crystals,
1382,dynamax-crystal-tau1409,★Tau1409,dynamax-crystals,
1383,dynamax-crystal-tau1457,★Tau1457,dynamax-crystals,
1384,dynamax-crystal-tau1165,★Tau1165,dynamax-crystals,
1385,dynamax-crystal-tau1791,★Tau1791,dynamax-crystals,
1386,dynamax-crystal-tau1910,★Tau1910,dynamax-crystals,
1387,dynamax-crystal-tau1346,★Tau1346,dynamax-crystals,
1388,dynamax-crystal-tau1373,★Tau1373,dynamax-crystals,
1389,dynamax-crystal-tau1412,★Tau1412,dynamax-crystals,
1390,dynamax-crystal-cma2491,★CMa2491,dynamax-crystals,
1391,dynamax-crystal-cma2693,★CMa2693,dynamax-crystals,
1392,dynamax-crystal-cma2294,★CMa2294,dynamax-crystals,
1393,dynamax-crystal-cma2827,★CMa2827,dynamax-crystals,
1394,dynamax-crystal-cma2282,★CMa2282,dynamax-crystals,
1395,dynamax-crystal-cma2618,★CMa2618,dynamax-crystals,
1396,dynamax-crystal-cma2657,★CMa2657,dynamax-crystals,
1397,dynamax-crystal-cma2646,★CMa2646,dynamax-crystals,
1398,dynamax-crystal-uma4905,★UMa4905,dynamax-crystals,
1399,dynamax-crystal-uma4301,★UMa4301,dynamax-crystals,
1400,dynamax-crystal-uma5191,★UMa5191,dynamax-crystals,
1401,dynamax-crystal-uma5054,★UMa5054,dynamax-crystals,
1402,dynamax-crystal-uma4295,★UMa4295,dynamax-crystals,
1403,dynamax-crystal-uma4660,★UMa4660,dynamax-crystals,
1404,dynamax-crystal-uma4554,★UMa4554,dynamax-crystals,
1405,dynamax-crystal-uma4069,★UMa4069,dynamax-crystals,
1406,dynamax-crystal-uma3569,★UMa3569,dynamax-crystals,
1407,dynamax-crystal-uma3323,★UMa3323,dynamax-crystals,
1408,dynamax-crystal-uma4033,★UMa4033,dynamax-crystals,
1409,dynamax-crystal-uma4377,★UMa4377,dynamax-crystals,
1410,dynamax-crystal-uma4375,★UMa4375,dynamax-crystals,
1411,dynamax-crystal-uma4518,★UMa4518,dynamax-crystals,
1412,dynamax-crystal-uma3594,★UMa3594,dynamax-crystals,
1413,dynamax-crystal-vir5056,★Vir5056,dynamax-crystals,
1414,dynamax-crystal-vir4825,★Vir4825,dynamax-crystals,
1415,dynamax-crystal-vir4932,★Vir4932,dynamax-crystals,
1416,dynamax-crystal-vir4540,★Vir4540,dynamax-crystals,
1417,dynamax-crystal-vir4689,★Vir4689,dynamax-crystals,
1418,dynamax-crystal-vir5338,★Vir5338,dynamax-crystals,
1419,dynamax-crystal-vir4910,★Vir4910,dynamax-crystals,
1420,dynamax-crystal-vir5315,★Vir5315,dynamax-crystals,
1421,dynamax-crystal-vir5359,★Vir5359,dynamax-crystals,
1422,dynamax-crystal-vir5409,★Vir5409,dynamax-crystals,
1423,dynamax-crystal-vir5107,★Vir5107,dynamax-crystals,
1424,dynamax-crystal-ari617,★Ari617,dynamax-crystals,
1425,dynamax-crystal-ari553,★Ari553,dynamax-crystals,
1426,dynamax-crystal-ari546,★Ari546,dynamax-crystals,
1427,dynamax-crystal-ari951,★Ari951,dynamax-crystals,
1428,dynamax-crystal-ori1713,★Ori1713,dynamax-crystals,
1429,dynamax-crystal-ori2061,★Ori2061,dynamax-crystals,
1430,dynamax-crystal-ori1790,★Ori1790,dynamax-crystals,
1431,dynamax-crystal-ori1903,★Ori1903,dynamax-crystals,
1432,dynamax-crystal-ori1948,★Ori1948,dynamax-crystals,
1433,dynamax-crystal-ori2004,★Ori2004,dynamax-crystals,
1434,dynamax-crystal-ori1852,★Ori1852,dynamax-crystals,
1435,dynamax-crystal-ori1879,★Ori1879,dynamax-crystals,
1436,dynamax-crystal-ori1899,★Ori1899,dynamax-crystals,
1437,dynamax-crystal-ori1543,★Ori1543,dynamax-crystals,
1438,dynamax-crystal-cas21,★Cas21,dynamax-crystals,
1439,dynamax-crystal-cas168,★Cas168,dynamax-crystals,
1440,dynamax-crystal-cas403,★Cas403,dynamax-crystals,
1441,dynamax-crystal-cas153,★Cas153,dynamax-crystals,
1442,dynamax-crystal-cas542,★Cas542,dynamax-crystals,
1443,dynamax-crystal-cas219,★Cas219,dynamax-crystals,
1444,dynamax-crystal-cas265,★Cas265,dynamax-crystals,
1445,dynamax-crystal-cnc3572,★Cnc3572,dynamax-crystals,
1446,dynamax-crystal-cnc3208,★Cnc3208,dynamax-crystals,
1447,dynamax-crystal-cnc3461,★Cnc3461,dynamax-crystals,
1448,dynamax-crystal-cnc3449,★Cnc3449,dynamax-crystals,
1449,dynamax-crystal-cnc3429,★Cnc3429,dynamax-crystals,
1450,dynamax-crystal-cnc3627,★Cnc3627,dynamax-crystals,
1451,dynamax-crystal-cnc3268,★Cnc3268,dynamax-crystals,
1452,dynamax-crystal-cnc3249,★Cnc3249,dynamax-crystals,
1453,dynamax-crystal-com4968,★Com4968,dynamax-crystals,
1454,dynamax-crystal-crv4757,★Crv4757,dynamax-crystals,
1455,dynamax-crystal-crv4623,★Crv4623,dynamax-crystals,
1456,dynamax-crystal-crv4662,★Crv4662,dynamax-crystals,
1457,dynamax-crystal-crv4786,★Crv4786,dynamax-crystals,
1458,dynamax-crystal-aur1708,★Aur1708,dynamax-crystals,
1459,dynamax-crystal-aur2088,★Aur2088,dynamax-crystals,
1460,dynamax-crystal-aur1605,★Aur1605,dynamax-crystals,
1461,dynamax-crystal-aur2095,★Aur2095,dynamax-crystals,
1462,dynamax-crystal-aur1577,★Aur1577,dynamax-crystals,
1463,dynamax-crystal-aur1641,★Aur1641,dynamax-crystals,
1464,dynamax-crystal-aur1612,★Aur1612,dynamax-crystals,
1465,dynamax-crystal-pav7790,★Pav7790,dynamax-crystals,
1466,dynamax-crystal-cet911,★Cet911,dynamax-crystals,
1467,dynamax-crystal-cet681,★Cet681,dynamax-crystals,
1468,dynamax-crystal-cet188,★Cet188,dynamax-crystals,
1469,dynamax-crystal-cet539,★Cet539,dynamax-crystals,
1470,dynamax-crystal-cet804,★Cet804,dynamax-crystals,
1471,dynamax-crystal-cep8974,★Cep8974,dynamax-crystals,
1472,dynamax-crystal-cep8162,★Cep8162,dynamax-crystals,
1473,dynamax-crystal-cep8238,★Cep8238,dynamax-crystals,
1474,dynamax-crystal-cep8417,★Cep8417,dynamax-crystals,
1475,dynamax-crystal-cen5267,★Cen5267,dynamax-crystals,
1476,dynamax-crystal-cen5288,★Cen5288,dynamax-crystals,
1477,dynamax-crystal-cen551,★Cen551,dynamax-crystals,
1478,dynamax-crystal-cen5459,★Cen5459,dynamax-crystals,
1479,dynamax-crystal-cen5460,★Cen5460,dynamax-crystals,
1480,dynamax-crystal-cmi2943,★CMi2943,dynamax-crystals,
1481,dynamax-crystal-cmi2845,★CMi2845,dynamax-crystals,
1482,dynamax-crystal-equ8131,★Equ8131,dynamax-crystals,
1483,dynamax-crystal-vul7405,★Vul7405,dynamax-crystals,
1484,dynamax-crystal-umi424,★UMi424,dynamax-crystals,
1485,dynamax-crystal-umi5563,★UMi5563,dynamax-crystals,
1486,dynamax-crystal-umi5735,★UMi5735,dynamax-crystals,
1487,dynamax-crystal-umi6789,★UMi6789,dynamax-crystals,
1488,dynamax-crystal-crt4287,★Crt4287,dynamax-crystals,
1489,dynamax-crystal-lyr7001,★Lyr7001,dynamax-crystals,
1490,dynamax-crystal-lyr7178,★Lyr7178,dynamax-crystals,
1491,dynamax-crystal-lyr7106,★Lyr7106,dynamax-crystals,
1492,dynamax-crystal-lyr7298,★Lyr7298,dynamax-crystals,
1493,dynamax-crystal-ara6585,★Ara6585,dynamax-crystals,
1494,dynamax-crystal-sco6134,★Sco6134,dynamax-crystals,
1495,dynamax-crystal-sco6527,★Sco6527,dynamax-crystals,
1496,dynamax-crystal-sco6553,★Sco6553,dynamax-crystals,
1497,dynamax-crystal-sco5953,★Sco5953,dynamax-crystals,
1498,dynamax-crystal-sco5984,★Sco5984,dynamax-crystals,
1499,dynamax-crystal-sco6508,★Sco6508,dynamax-crystals,
1500,dynamax-crystal-sco6084,★Sco6084,dynamax-crystals,
1501,dynamax-crystal-sco5944,★Sco5944,dynamax-crystals,
1502,dynamax-crystal-sco6630,★Sco6630,dynamax-crystals,
1503,dynamax-crystal-sco6027,★Sco6027,dynamax-crystals,
1504,dynamax-crystal-sco6247,★Sco6247,dynamax-crystals,
1505,dynamax-crystal-sco6252,★Sco6252,dynamax-crystals,
1506,dynamax-crystal-sco5928,★Sco5928,dynamax-crystals,
1507,dynamax-crystal-sco6241,★Sco6241,dynamax-crystals,
1508,dynamax-crystal-sco6165,★Sco6165,dynamax-crystals,
1509,dynamax-crystal-tri544,★Tri544,dynamax-crystals,
1510,dynamax-crystal-leo3982,★Leo3982,dynamax-crystals,
1511,dynamax-crystal-leo4534,★Leo4534,dynamax-crystals,
1512,dynamax-crystal-leo4357,★Leo4357,dynamax-crystals,
1513,dynamax-crystal-leo4057,★Leo4057,dynamax-crystals,
1514,dynamax-crystal-leo4359,★Leo4359,dynamax-crystals,
1515,dynamax-crystal-leo4031,★Leo4031,dynamax-crystals,
1516,dynamax-crystal-leo3852,★Leo3852,dynamax-crystals,
1517,dynamax-crystal-leo3905,★Leo3905,dynamax-crystals,
1518,dynamax-crystal-leo3773,★Leo3773,dynamax-crystals,
1519,dynamax-crystal-gru8425,★Gru8425,dynamax-crystals,
1520,dynamax-crystal-gru8636,★Gru8636,dynamax-crystals,
1521,dynamax-crystal-gru8353,★Gru8353,dynamax-crystals,
1522,dynamax-crystal-lib5685,★Lib5685,dynamax-crystals,
1523,dynamax-crystal-lib5531,★Lib5531,dynamax-crystals,
1524,dynamax-crystal-lib5787,★Lib5787,dynamax-crystals,
1525,dynamax-crystal-lib5603,★Lib5603,dynamax-crystals,
1526,dynamax-crystal-pup3165,★Pup3165,dynamax-crystals,
1527,dynamax-crystal-pup3185,★Pup3185,dynamax-crystals,
1528,dynamax-crystal-pup3045,★Pup3045,dynamax-crystals,
1529,dynamax-crystal-cyg7924,★Cyg7924,dynamax-crystals,
1530,dynamax-crystal-cyg7417,★Cyg7417,dynamax-crystals,
1531,dynamax-crystal-cyg7796,★Cyg7796,dynamax-crystals,
1532,dynamax-crystal-cyg8301,★Cyg8301,dynamax-crystals,
1533,dynamax-crystal-cyg7949,★Cyg7949,dynamax-crystals,
1534,dynamax-crystal-cyg7528,★Cyg7528,dynamax-crystals,
1535,dynamax-crystal-oct7228,★Oct7228,dynamax-crystals,
1536,dynamax-crystal-col1956,★Col1956,dynamax-crystals,
1537,dynamax-crystal-col2040,★Col2040,dynamax-crystals,
1538,dynamax-crystal-col2177,★Col2177,dynamax-crystals,
1539,dynamax-crystal-gem2990,★Gem2990,dynamax-crystals,
1540,dynamax-crystal-gem2891,★Gem2891,dynamax-crystals,
1541,dynamax-crystal-gem2421,★Gem2421,dynamax-crystals,
1542,dynamax-crystal-gem2473,★Gem2473,dynamax-crystals,
1543,dynamax-crystal-gem2216,★Gem2216,dynamax-crystals,
1544,dynamax-crystal-gem2777,★Gem2777,dynamax-crystals,
1545,dynamax-crystal-gem2650,★Gem2650,dynamax-crystals,
1546,dynamax-crystal-gem2286,★Gem2286,dynamax-crystals,
1547,dynamax-crystal-gem2484,★Gem2484,dynamax-crystals,
1548,dynamax-crystal-gem2930,★Gem2930,dynamax-crystals,
1549,dynamax-crystal-peg8775,★Peg8775,dynamax-crystals,
1550,dynamax-crystal-peg8781,★Peg8781,dynamax-crystals,
1551,dynamax-crystal-peg39,★Peg39,dynamax-crystals,
1552,dynamax-crystal-peg8308,★Peg8308,dynamax-crystals,
1553,dynamax-crystal-peg8650,★Peg8650,dynamax-crystals,
1554,dynamax-crystal-peg8634,★Peg8634,dynamax-crystals,
1555,dynamax-crystal-peg8684,★Peg8684,dynamax-crystals,
1556,dynamax-crystal-peg8450,★Peg8450,dynamax-crystals,
1557,dynamax-crystal-peg8880,★Peg8880,dynamax-crystals,
1558,dynamax-crystal-peg8905,★Peg8905,dynamax-crystals,
1559,dynamax-crystal-oph6556,★Oph6556,dynamax-crystals,
1560,dynamax-crystal-oph6378,★Oph6378,dynamax-crystals,
1561,dynamax-crystal-oph6603,★Oph6603,dynamax-crystals,
1562,dynamax-crystal-oph6149,★Oph6149,dynamax-crystals,
1563,dynamax-crystal-oph6056,★Oph6056,dynamax-crystals,
1564,dynamax-crystal-oph6075,★Oph6075,dynamax-crystals,
1565,dynamax-crystal-ser5854,★Ser5854,dynamax-crystals,
1566,dynamax-crystal-ser7141,★Ser7141,dynamax-crystals,
1567,dynamax-crystal-ser5879,★Ser5879,dynamax-crystals,
1568,dynamax-crystal-her6406,★Her6406,dynamax-crystals,
1569,dynamax-crystal-her6148,★Her6148,dynamax-crystals,
1570,dynamax-crystal-her6410,★Her6410,dynamax-crystals,
1571,dynamax-crystal-her6526,★Her6526,dynamax-crystals,
1572,dynamax-crystal-her6117,★Her6117,dynamax-crystals,
1573,dynamax-crystal-her6008,★Her6008,dynamax-crystals,
1574,dynamax-crystal-per936,★Per936,dynamax-crystals,
1575,dynamax-crystal-per1017,★Per1017,dynamax-crystals,
1576,dynamax-crystal-per1131,★Per1131,dynamax-crystals,
1577,dynamax-crystal-per1228,★Per1228,dynamax-crystals,
1578,dynamax-crystal-per834,★Per834,dynamax-crystals,
1579,dynamax-crystal-per941,★Per941,dynamax-crystals,
1580,dynamax-crystal-phe99,★Phe99,dynamax-crystals,
1581,dynamax-crystal-phe338,★Phe338,dynamax-crystals,
1582,dynamax-crystal-vel3634,★Vel3634,dynamax-crystals,
1583,dynamax-crystal-vel3485,★Vel3485,dynamax-crystals,
1584,dynamax-crystal-vel3734,★Vel3734,dynamax-crystals,
1585,dynamax-crystal-aqr8232,★Aqr8232,dynamax-crystals,
1586,dynamax-crystal-aqr8414,★Aqr8414,dynamax-crystals,
1587,dynamax-crystal-aqr8709,★Aqr8709,dynamax-crystals,
1588,dynamax-crystal-aqr8518,★Aqr8518,dynamax-crystals,
1589,dynamax-crystal-aqr7950,★Aqr7950,dynamax-crystals,
1590,dynamax-crystal-aqr8499,★Aqr8499,dynamax-crystals,
1591,dynamax-crystal-aqr8610,★Aqr8610,dynamax-crystals,
1592,dynamax-crystal-aqr8264,★Aqr8264,dynamax-crystals,
1593,dynamax-crystal-cru4853,★Cru4853,dynamax-crystals,
1594,dynamax-crystal-cru4730,★Cru4730,dynamax-crystals,
1595,dynamax-crystal-cru4763,★Cru4763,dynamax-crystals,
1596,dynamax-crystal-cru4700,★Cru4700,dynamax-crystals,
1597,dynamax-crystal-cru4656,★Cru4656,dynamax-crystals,
1598,dynamax-crystal-psa8728,★PsA8728,dynamax-crystals,
1599,dynamax-crystal-tra6217,★TrA6217,dynamax-crystals,
1600,dynamax-crystal-cap7776,★Cap7776,dynamax-crystals,
1601,dynamax-crystal-cap7754,★Cap7754,dynamax-crystals,
1602,dynamax-crystal-cap8278,★Cap8278,dynamax-crystals,
1603,dynamax-crystal-cap8322,★Cap8322,dynamax-crystals,
1604,dynamax-crystal-cap7773,★Cap7773,dynamax-crystals,
1605,dynamax-crystal-sge7479,★Sge7479,dynamax-crystals,
1606,dynamax-crystal-car2326,★Car2326,dynamax-crystals,
1607,dynamax-crystal-car3685,★Car3685,dynamax-crystals,
1608,dynamax-crystal-car3307,★Car3307,dynamax-crystals,
1609,dynamax-crystal-car3699,★Car3699,dynamax-crystals,
1610,dynamax-crystal-dra5744,★Dra5744,dynamax-crystals,
1611,dynamax-crystal-dra5291,★Dra5291,dynamax-crystals,
1612,dynamax-crystal-dra6705,★Dra6705,dynamax-crystals,
1613,dynamax-crystal-dra6536,★Dra6536,dynamax-crystals,
1614,dynamax-crystal-dra7310,★Dra7310,dynamax-crystals,
1615,dynamax-crystal-dra6688,★Dra6688,dynamax-crystals,
1616,dynamax-crystal-dra4434,★Dra4434,dynamax-crystals,
1617,dynamax-crystal-dra6370,★Dra6370,dynamax-crystals,
1618,dynamax-crystal-dra7462,★Dra7462,dynamax-crystals,
1619,dynamax-crystal-dra6396,★Dra6396,dynamax-crystals,
1620,dynamax-crystal-dra6132,★Dra6132,dynamax-crystals,
1621,dynamax-crystal-dra6636,★Dra6636,dynamax-crystals,
1622,dynamax-crystal-cvn4915,★CVn4915,dynamax-crystals,
1623,dynamax-crystal-cvn4785,★CVn4785,dynamax-crystals,
1624,dynamax-crystal-cvn4846,★CVn4846,dynamax-crystals,
1625,dynamax-crystal-aql7595,★Aql7595,dynamax-crystals,
1626,dynamax-crystal-aql7557,★Aql7557,dynamax-crystals,
1627,dynamax-crystal-aql7525,★Aql7525,dynamax-crystals,
1628,dynamax-crystal-aql7602,★Aql7602,dynamax-crystals,
1629,dynamax-crystal-aql7235,★Aql7235,dynamax-crystals,
1630,max-honey,ダイミツ,revival,
1631,max-mushrooms,ダイキノコ,stat-boosts,
1632,galarica-twig,ガラナツのえだ,collectibles,
1633,galarica-cuff,ガラナツブレス,collectibles,
1634,style-card,おしゃれカード,gameplay,
1635,armor-pass,ヨロイパス,plot-advancement,
1636,rotom-bike--sparkling-white,ロトムじてんしゃ,unused,
1637,rotom-bike--glistening-black,ロトムじてんしゃ,unused,
1638,exp-charm,けいけんおまもり,gameplay,
1639,armorite-ore,ヨロイこうせき,collectibles,
1640,mark-charm,あかしのおまもり,gameplay,
1641,reins-of-unity--merge,キズナのタヅナ,unused,
1642,reins-of-unity--split,キズナのタヅナ,unused,
1643,galarica-wreath,ガラナツリース,collectibles,
1644,legendary-clue-1,でんせつのメモ１,plot-advancement,
1645,legendary-clue-2,でんせつのメモ２,plot-advancement,
1646,legendary-clue-3,でんせつのメモ３,plot-advancement,
1647,legendary-clue-question,でんせつのメモ？,plot-advancement,
1648,crown-pass,カンムリパス,plot-advancement,
1649,wooden-crown,きぼりのかんむり,plot-advancement,
1650,radiant-petal,かがやくはなびら,plot-advancement,
1651,white-mane-hair,しろいたてがみ,plot-advancement,
1652,black-mane-hair,くろいたてがみ,plot-advancement,
1653,iceroot-carrot,つめたいにんじん,plot-advancement,
1654,shaderoot-carrot,くろいにんじん,plot-advancement,
1655,dynite-ore,マックスこうせき,collectibles,
1656,carrot-seeds,にんじんのタネ,plot-advancement,
1657,ability-patch,とくせいパッチ,vitamins,
1658,reins-of-unity,キズナのタヅナ,plot-advancement,
1659,adamant-crystal,だいこんごうだま,gameplay,
1660,lustrous-globe,だいしらたま,gameplay,
1661,griseous-core,だいはっきんだま,gameplay,
1662,blank-plate,まっさらプレート,plates,
1663,strange-ball,ストレンジボール,event-items,
1664,legend-plate,レジェンドプレート,plates,
1665,rotom-phone,スマホロトム,event-items,
1666,sandwich,サンドウィッチ,event-items,
1667,koraidon’s-poké-ball,コライドンのボール,event-items,
1668,miraidon’s-poké-ball,ミライドンのボール,event-items,
1669,tera-orb,テラスタルオーブ,event-items,
1670,scarlet-book,スカーレットブック,event-items,
1671,violet-book,バイオレットブック,event-items,
1672,kofu’s-wallet,ハイダイのサイフ,plot-advancement,
1673,tiny-bamboo-shoot,ちいさなタケノコ,loot,
1674,big-bamboo-shoot,おおきなタケノコ,loot,
1675,scroll-of-darkness,あくのかけじく,gameplay,
1676,scroll-of-waters,みずのかけじく,gameplay,
1677,malicious-armor,ノロイノヨロイ,evolution,
1678,normal-tera-shard,テラピースノーマル,tera-shard,
1679,fire-tera-shard,テラピースほのお,tera-shard,
1680,water-tera-shard,テラピースみず,tera-shard,
1681,electric-tera-shard,テラピースでんき,tera-shard,
1682,grass-tera-shard,テラピースくさ,tera-shard,
1683,ice-tera-shard,テラピースこおり,tera-shard,
1684,fighting-tera-shard,テラピースかくとう,tera-shard,
1685,poison-tera-shard,テラピースどく,tera-shard,
1686,ground-tera-shard,テラピースじめん,tera-shard,
1687,flying-tera-shard,テラピースひこう,tera-shard,
1688,psychic-tera-shard,テラピースエスパー,tera-shard,
1689,bug-tera-shard,テラピースむし,tera-shard,
1690,rock-tera-shard,テラピースいわ,tera-shard,
1691,ghost-tera-shard,テラピースゴースト,tera-shard,
1692,dragon-tera-shard,テラピースドラゴン,tera-shard,
1693,dark-tera-shard,テラピースあく,tera-shard,
1694,steel-tera-shard,テラピースはがね,tera-shard,
1695,fairy-tera-shard,テラピースフェアリー,tera-shard,
1696,booster-energy,ブーストエナジー,held-items,
1697,ability-shield,とくせいガード,held-items,
1698,clear-amulet,クリアチャーム,held-items,
1699,mirror-herb,ものまねハーブ,held-items,
1700,punching-glove,パンチグローブ,held-items,
1701,covert-cloak,おんみつマント,held-items,
1702,loaded-dice,いかさまダイス,held-items,
1703,baguette,バケット,sandwich-ingredients,
1704,mayonnaise,マヨネーズ,sandwich-ingredients,
1705,ketchup,ケチャップ,sandwich-ingredients,
1706,mustard,マスタード,sandwich-ingredients,
1707,butter,バター,sandwich-ingredients,
1708,peanut-butter,ピーナッツバター,sandwich-ingredients,
1709,chili-sauce,チリソース,sandwich-ingredients,
1710,salt,ソルト,sandwich-ingredients,
1711,pepper,ペッパー,sandwich-ingredients,
1712,yogurt,ヨーグルト,sandwich-ingredients,
1713,whipped-cream,ホイップクリーム,sandwich-ingredients,
1714,cream-cheese,クリームチーズ,sandwich-ingredients,
1715,jam,ベリージャム,sandwich-ingredients,
1716,marmalade,マーマレード,sandwich-ingredients,
1717,olive-oil,オリーブオイル,sandwich-ingredients,
1718,vinegar,ビネガー,sandwich-ingredients,
1719,sweet-herba-mystica,ひでん：あまスパイス,sandwich-ingredients,
1720,salty-herba-mystica,ひでん：しおスパイス,sandwich-ingredients,
1721,sour-herba-mystica,ひでん：すぱスパイス,sandwich-ingredients,
1722,bitter-herba-mystica,ひでん：にがスパイス,sandwich-ingredients,
1723,spicy-herba-mystica,ひでん：からスパイス,sandwich-ingredients,
1724,lettuce,レタス,sandwich-ingredients,
1725,tomato,トマトスライス,sandwich-ingredients,
1726,cherry-tomatoes,カットミニトマト,sandwich-ingredients,
